OBJECTNUMMER,LABEL,link no., year,street_name,24 hours,daylight,evening,nightlv,daymv,eveningmv,nightmv,dayzv,eveningzv,nightzv,day bus,evening bus,night bus,dagmr,eveningmr,nightmr,WKT_LNG_LAT,WKT_LAT_LNG,Longitude,Latitude
33289,Link 202616,202616,2019,Prinsengracht,401,22,17,9,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.8833578 52.3753131,4.8839246 52.3759227)","LINESTRING(52.3753131 4.8833578,52.3759227 4.8839246)",4.8836412,52.3756179
33297,Link 202620,202620,2019,Keizersgracht,201,10,8,4,1,0,0,1,0,0,0,0,0,0,0,0,"LINESTRING(4.8861254 52.3751998,4.886283 52.3753875)","LINESTRING(52.3751998 4.8861254,52.3753875 4.886283)",4.8862042,52.37529365
33305,Link 202628,202628,2019,Westerstraat,1238,65,52,27,1,1,0,1,1,0,0,0,0,0,0,0,"LINESTRING(4.8832395 52.3784358,4.8813047 52.378079)","LINESTRING(52.3784358 4.8832395,52.378079 4.8813047)",4.8822721,52.3782574
33313,Link 202635,202635,2019,Prinsengracht,540,29,23,12,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.886639 52.3789535,4.8866553 52.3789935,4.8867836 52.3790945,4.8876529 52.3800318)","LINESTRING(52.3789535 4.886639,52.3789935 4.8866553,52.3790945 4.8867836,52.3800318 4.8876529)",4.88714595,52.37949265
33321,Link 202636,202636,2019,Marnixstraat,2556,110,88,45,2,1,1,2,1,0,26,20,7,1,1,0,"LINESTRING(4.8811198 52.3815994,4.881365 52.3819903)","LINESTRING(52.3815994 4.8811198,52.3819903 4.881365)",4.8812424,52.38179485
33329,Link 202664,202664,2019,Planciusstraat,411,20,16,8,1,1,0,1,1,0,0,0,0,0,0,0,"LINESTRING(4.8845975 52.3863872,4.8849784 52.3869202)","LINESTRING(52.3863872 4.8845975,52.3869202 4.8849784)",4.88478795,52.3866537
33337,Link 202665,202665,2019,Planciusstraat,1784,93,74,38,3,1,1,2,1,1,0,0,0,0,0,0,"LINESTRING(4.8841749 52.3857636,4.884265 52.3858943)","LINESTRING(52.3857636 4.8841749,52.3858943 4.884265)",4.88421995,52.38582895
33345,Link 202666,202666,2019,Marnixstraat,2556,110,88,45,2,1,1,2,1,0,26,20,7,1,1,0,"LINESTRING(4.8822312 52.3833424,4.8823028 52.3834188,4.8824577 52.3836888,4.8824766 52.3837395,4.882457 52.3837829)","LINESTRING(52.3833424 4.8822312,52.3834188 4.8823028,52.3836888 4.8824577,52.3837395 4.8824766,52.3837829 4.882457)",4.8823539,52.38356265
33353,Link 202669,202669,2019,Houtmankade,6547,336,274,130,15,4,3,10,6,2,0,0,0,2,1,1,"LINESTRING(4.882947 52.3863785,4.8830938 52.3866769,4.8834214 52.3871706)","LINESTRING(52.3863785 4.882947,52.3866769 4.8830938,52.3871706 4.8834214)",4.8831842,52.38677455
33361,Link 202672,202672,2019,BULLEBAKBRUG 0149,2556,110,88,45,2,1,1,2,1,0,26,20,7,1,1,0,"LINESTRING(4.8827614 52.3840474,4.8825146 52.3838121,4.882457 52.3837829)","LINESTRING(52.3840474 4.8827614,52.3838121 4.8825146,52.3837829 4.882457)",4.8826092,52.38391515
33369,Link 202676,202676,2019,Haarlemmerplein,1927,77,61,31,2,1,1,2,1,0,26,20,7,0,0,0,"LINESTRING(4.8831295 52.3845175,4.8832601 52.3846239,4.8832365 52.3846668)","LINESTRING(52.3845175 4.8831295,52.3846239 4.8832601,52.3846668 4.8832365)",4.8831948,52.38459215
33377,Link 202678,202678,2019,Planciusstraat,2387,124,99,51,4,2,1,3,1,1,0,0,0,1,1,0,"LINESTRING(4.8841749 52.3857636,4.8839891 52.3854915)","LINESTRING(52.3857636 4.8841749,52.3854915 4.8839891)",4.884082,52.38562755
33385,Link 202691,202691,2019,Houtmankade,1617,86,70,33,2,1,0,1,1,0,0,0,0,0,0,0,"LINESTRING(4.8856641 52.3899357,4.8855117 52.3896244)","LINESTRING(52.3899357 4.8856641,52.3896244 4.8855117)",4.8855879,52.38978005
33393,Link 202693,202693,2019,Barentszstraat,66,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.8879214 52.388944,4.8872585 52.3888535)","LINESTRING(52.388944 4.8879214,52.3888535 4.8872585)",4.88758995,52.38889875
33401,Link 202695,202695,2019,Van Diemenstraat,19606,996,815,387,42,12,10,32,18,7,10,8,2,5,4,2,"LINESTRING(4.8861 52.3903055,4.8890661 52.3899141)","LINESTRING(52.3903055 4.8861,52.3899141 4.8890661)",4.88758305,52.3901098
33409,Link 202699,202699,2019,tt. Vasumweg,4406,271,165,50,3,1,1,3,1,0,0,0,0,1,1,0,"LINESTRING(4.8869334 52.4072867,4.8867793 52.4073779,4.8863571 52.4075823,4.8863026 52.4076461)","LINESTRING(52.4072867 4.8869334,52.4073779 4.8867793,52.4075823 4.8863571,52.4076461 4.8863026)",4.886618,52.4074664
33417,Link 202700,202700,2019,tt. Vasumweg,5953,366,223,68,5,2,1,4,1,1,0,0,0,2,1,0,"LINESTRING(4.8863026 52.4076461,4.8861952 52.4076628,4.8854205 52.4080162,4.8853166 52.4080289)","LINESTRING(52.4076461 4.8863026,52.4076628 4.8861952,52.4080162 4.8854205,52.4080289 4.8853166)",4.8858096,52.4078375
33425,Link 202713,202713,2019,tt. Vasumweg,569,34,21,6,1,1,0,1,0,0,0,0,0,0,0,0,"LINESTRING(4.8851331 52.4085014,4.8851528 52.4084012)","LINESTRING(52.4085014 4.8851331,52.4084012 4.8851528)",4.88514295,52.4084513
33433,Link 202726,202726,2019,Meteorenweg,1508,80,49,15,1,1,0,1,1,0,12,9,3,0,0,0,"LINESTRING(4.8862206 52.4125645,4.8868056 52.412287,4.8869807 52.4122206)","LINESTRING(52.4125645 4.8862206,52.412287 4.8868056,52.4122206 4.8869807)",4.88660065,52.41239255
33441,Link 202750,202750,2019,Kometensingel,1119,70,43,13,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.8847771 52.4155673,4.8845617 52.415745,4.8837144 52.4163467)","LINESTRING(52.4155673 4.8847771,52.415745 4.8845617,52.4163467 4.8837144)",4.88424575,52.415957
33449,Link 202751,202751,2019,Kometensingel,3648,214,130,40,2,1,0,2,1,0,12,9,3,1,1,0,"LINESTRING(4.8810221 52.415228,4.8828604 52.4166728,4.8829973 52.4168155)","LINESTRING(52.415228 4.8810221,52.4166728 4.8828604,52.4168155 4.8829973)",4.8820097,52.41602175
33457,Link 202753,202753,2019,Stellingweg,4516,259,158,48,3,1,1,3,1,0,18,14,4,1,1,0,"LINESTRING(4.8851255 52.4186352,4.8858643 52.4175357)","LINESTRING(52.4186352 4.8851255,52.4175357 4.8858643)",4.8854949,52.41808545
33465,Link 202899,202899,2019,Maasstraat,1278,76,49,17,2,1,0,1,1,0,0,0,0,0,0,0,"LINESTRING(4.8950143 52.3454428,4.8951174 52.3451654)","LINESTRING(52.3454428 4.8950143,52.3451654 4.8951174)",4.89506585,52.3453041
33473,Link 202900,202900,2019,Maasstraat,1278,76,49,17,2,1,0,1,1,0,0,0,0,0,0,0,"LINESTRING(4.8951174 52.3451654,4.8952075 52.3448796)","LINESTRING(52.3451654 4.8951174,52.3448796 4.8952075)",4.89516245,52.3450225
33481,Link 202901,202901,2019,Maasstraat,1377,82,52,18,2,1,0,1,1,0,0,0,0,0,0,0,"LINESTRING(4.8954406 52.3443037,4.8953346 52.3445875)","LINESTRING(52.3443037 4.8954406,52.3445875 4.8953346)",4.8953876,52.3444456
33489,Link 202914,202914,2019,Cornelis Troostplein,10724,650,416,143,5,2,1,4,2,1,0,0,0,3,2,1,"LINESTRING(4.8914546 52.3510489,4.8915394 52.3507751,4.8915293 52.3506979,4.8915597 52.3506224)","LINESTRING(52.3510489 4.8914546,52.3507751 4.8915394,52.3506979 4.8915293,52.3506224 4.8915597)",4.89150715,52.35083565
33497,Link 202919,202919,2019,Lutmastraat,1431,86,55,19,1,0,0,1,1,0,0,0,0,0,0,0,"LINESTRING(4.895417 52.3505905,4.8978125 52.3509282,4.8979054 52.3509314)","LINESTRING(52.3505905 4.895417,52.3509282 4.8978125,52.3509314 4.8979054)",4.8966612,52.35076095
33505,Link 202925,202925,2019,2e van der Helststraat,1073,63,40,14,2,1,0,1,1,0,0,0,0,0,0,0,"LINESTRING(4.8953103 52.3482265,4.8952566 52.3483204,4.8949321 52.349174,4.894948 52.349219)","LINESTRING(52.3482265 4.8953103,52.3483204 4.8952566,52.349174 4.8949321,52.349219 4.894948)",4.8951212,52.34872275
33513,Link 202947,202947,2019,Sarphatipark,10707,640,410,141,10,3,2,8,3,1,0,0,0,3,2,1,"LINESTRING(4.8945529 52.3532487,4.8949814 52.3533544,4.8988331 52.3541208,4.8990769 52.3541741,4.8991332 52.3542122)","LINESTRING(52.3532487 4.8945529,52.3533544 4.8949814,52.3541208 4.8988331,52.3541741 4.8990769,52.3542122 4.8991332)",4.89684305,52.35373045
33521,Link 202953,202953,2019,Vijzelgracht,6837,349,279,142,16,6,4,11,5,2,0,0,0,2,1,1,"LINESTRING(4.8911695 52.3605253,4.891294 52.3608828)","LINESTRING(52.3605253 4.8911695,52.3608828 4.891294)",4.89123175,52.36070405
33529,Link 202954,202954,2019,Stadhouderskade,21695,1290,827,284,24,8,5,18,8,3,0,0,0,6,4,1,"LINESTRING(4.8908342 52.3580626,4.8907552 52.3580637,4.8902385 52.3581638,4.8898303 52.3582612,4.8892727 52.3584515,4.8891137 52.3585267)","LINESTRING(52.3580626 4.8908342,52.3580637 4.8907552,52.3581638 4.8902385,52.3582612 4.8898303,52.3584515 4.8892727,52.3585267 4.8891137)",4.88997395,52.35829465
33537,Link 202957,202957,2019,Weteringschans,3798,198,158,81,6,2,1,4,2,1,0,0,0,1,1,0,"LINESTRING(4.8903354 52.3593006,4.8904597 52.3595126,4.8905193 52.3595732)","LINESTRING(52.3593006 4.8903354,52.3595126 4.8904597,52.3595732 4.8905193)",4.89042735,52.3594369
33545,Link 202958,202958,2019,Weteringschans,3798,198,158,81,6,2,1,4,2,1,0,0,0,1,1,0,"LINESTRING(4.8907482 52.3596548,4.8906362 52.3595824,4.8905193 52.3595732)","LINESTRING(52.3596548 4.8907482,52.3595824 4.8906362,52.3595732 4.8905193)",4.89063375,52.359614
33553,Link 202967,202967,2019,Vijzelstraat,5882,299,239,122,15,5,3,10,5,2,0,0,0,1,1,1,"LINESTRING(4.8917988 52.3623375,4.892031 52.3629443)","LINESTRING(52.3623375 4.8917988,52.3629443 4.892031)",4.8919149,52.3626409
33561,Link 202968,202968,2019,Nieuwe Spiegelstraat,220,12,10,5,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.8892869 52.3641189,4.889573 52.3644403)","LINESTRING(52.3641189 4.8892869,52.3644403 4.889573)",4.88942995,52.3642796
33569,Link 202978,202978,2019,Prinsengracht,2789,151,121,62,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.8891546 52.3623762,4.8914135 52.3620579)","LINESTRING(52.3623762 4.8891546,52.3620579 4.8914135)",4.89028405,52.36221705
33577,Link 202984,202984,2019,Spuistraat,380,20,16,8,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.8890901 52.3702882,4.8889013 52.3696779)","LINESTRING(52.3702882 4.8890901,52.3696779 4.8889013)",4.8889957,52.36998305
33585,Link 202986,202986,2019,Singel,454,24,20,10,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.8882786 52.3696174,4.8883777 52.3700877,4.8883772 52.3701711)","LINESTRING(52.3696174 4.8882786,52.3700877 4.8883777,52.3701711 4.8883772)",4.88832815,52.36989425
33593,Link 203001,203001,2019,Singel,1128,60,48,24,1,1,0,1,0,0,0,0,0,0,0,0,"LINESTRING(4.8898942 52.3673554,4.8901484 52.3672963)","LINESTRING(52.3673554 4.8898942,52.3672963 4.8901484)",4.8900213,52.36732585
33601,Link 203017,203017,2019,Nieuwe Doelenstraat,120,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.8948364 52.3679653,4.895823 52.3683365)","LINESTRING(52.3679653 4.8948364,52.3683365 4.895823)",4.8953297,52.3681509
33609,Link 203023,203023,2019,Spuistraat,677,36,28,15,1,0,0,1,0,0,0,0,0,0,0,0,"LINESTRING(4.8894148 52.3718849,4.8894525 52.3721153,4.8895163 52.3723018)","LINESTRING(52.3718849 4.8894148,52.3721153 4.8894525,52.3723018 4.8895163)",4.88946555,52.37209335
33617,Link 203025,203025,2019,Singel,140,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.8880463 52.3714544,4.8879962 52.3711983)","LINESTRING(52.3714544 4.8880463,52.3711983 4.8879962)",4.88802125,52.37132635
33625,Link 203047,203047,2019,Rokin,6987,354,283,145,16,6,4,11,5,2,0,0,4,2,2,1,"LINESTRING(4.8929946 52.372283,4.8929937 52.3723638,4.893103 52.3726626)","LINESTRING(52.372283 4.8929946,52.3723638 4.8929937,52.3726626 4.893103)",4.89304835,52.3724728
33633,Link 203058,203058,2019,Nieuwezijds Voorburgwal,3789,195,156,80,5,2,1,4,2,1,0,0,6,1,1,0,"LINESTRING(4.8906382 52.3735996,4.8904932 52.3732704,4.8903901 52.3731756)","LINESTRING(52.3735996 4.8906382,52.3732704 4.8904932,52.3731756 4.8903901)",4.89051415,52.3733876
33641,Link 203059,203059,2019,Nieuwezijds Voorburgwal,517,27,22,11,1,0,0,0,0,0,0,0,1,0,0,0,"LINESTRING(4.8905433 52.3721508,4.8905329 52.3724173,4.8904892 52.3725517)","LINESTRING(52.3721508 4.8905433,52.3724173 4.8905329,52.3725517 4.8904892)",4.89051625,52.37235125
33649,Link 203060,203060,2019,Nieuwezijds Voorburgwal,3789,195,156,80,5,2,1,4,2,1,0,0,6,1,1,0,"LINESTRING(4.8906382 52.3735996,4.8906887 52.3737054)","LINESTRING(52.3735996 4.8906382,52.3737054 4.8906887)",4.89066345,52.3736525
33657,Link 203072,203072,2019,Spuistraat,747,40,32,16,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.8933725 52.3767601,4.8938722 52.3770549,4.8944654 52.3773674)","LINESTRING(52.3767601 4.8933725,52.3770549 4.8938722,52.3773674 4.8944654)",4.89391895,52.37706375
33665,Link 203074,203074,2019,Singel,20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.8942248 52.3786396,4.8941964 52.3786369,4.8941434 52.3785977,4.8936502 52.3781437)","LINESTRING(52.3786396 4.8942248,52.3786369 4.8941964,52.3785977 4.8941434,52.3781437 4.8936502)",4.8939375,52.37839165
33673,Link 203076,203076,2019,Singel,121,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.8918188 52.3771008,4.8911301 52.376498)","LINESTRING(52.3771008 4.8918188,52.376498 4.8911301)",4.89147445,52.3767994
33681,Link 203077,203077,2019,Singel,258,14,11,6,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.8898416 52.375311,4.8909753 52.3763527)","LINESTRING(52.375311 4.8898416,52.3763527 4.8909753)",4.89040845,52.37583185
33689,Link 203088,203088,2019,Herengracht,963,50,40,20,2,1,0,1,1,0,0,0,0,0,0,0,"LINESTRING(4.890753 52.3775418,4.891689 52.378545)","LINESTRING(52.3775418 4.890753,52.378545 4.891689)",4.891221,52.3780434
33697,Link 203089,203089,2019,Herengracht,974,51,41,21,2,1,0,1,1,0,0,0,0,0,0,0,"LINESTRING(4.8901606 52.3768787,4.8900361 52.3767467)","LINESTRING(52.3768787 4.8901606,52.3767467 4.8900361)",4.89009835,52.3768127
33705,Link 203103,203103,2019,Nieuwezijds Voorburgwal,3791,195,156,80,5,2,1,4,2,1,0,0,6,1,1,0,"LINESTRING(4.8950822 52.3772413,4.8954671 52.3775881)","LINESTRING(52.3772413 4.8950822,52.3775881 4.8954671)",4.89527465,52.3774147
33713,Link 203107,203107,2019,Brouwersgracht,2149,111,88,45,4,2,1,3,1,1,0,0,0,0,0,0,"LINESTRING(4.892743 52.3790115,4.8935773 52.3788343,4.8936617 52.3787987)","LINESTRING(52.3790115 4.892743,52.3788343 4.8935773,52.3787987 4.8936617)",4.89320235,52.3789051
